   407  64 0
   1000  500
   0.598476379384572E-01  -0.299322577243938E-01   0.000000000000000E+00   0.157079632679490E+01
   0.155632419835467E-01  -0.112099445360716E-01   0.000000000000000E+00   0.137444678594553E+01
   0.156164604188930E-01  -0.181158413755078E-01   0.232710566932577E+00   0.137444678594553E+01
   0.214954838402893E-01  -0.920845084181270E-02   0.465421133865155E+00   0.137444678594553E+01
   0.755663870495762E-02  -0.953897636135901E-02   0.698131700797732E+00   0.137444678594553E+01
   0.581942063230700E-02  -0.995054640666921E-03   0.930842267730309E+00   0.137444678594553E+01
   0.183658577023753E-01  -0.176118931836131E-01   0.116355283466289E+01   0.137444678594553E+01
   0.131463763859620E-01  -0.215298512068864E-01   0.139626340159546E+01   0.137444678594553E+01
   0.682665006191620E-02  -0.834032445225005E-02   0.162897396852804E+01   0.137444678594553E+01
   0.470053803430110E-02  -0.218672133382686E-01   0.186168453546062E+01   0.137444678594553E+01
   0.605479844197741E-02  -0.349754593040279E-03   0.209439510239320E+01   0.137444678594553E+01
   0.175905811467554E-01  -0.203633138708312E-01   0.232710566932577E+01   0.137444678594553E+01
   0.119287487685552E-01  -0.167494418713696E-01   0.255981623625835E+01   0.137444678594553E+01
   0.373643654041228E-02  -0.163071531293571E-01   0.279252680319093E+01   0.137444678594553E+01
   0.117776604425536E-01  -0.286186204313862E-02   0.302523737012350E+01   0.137444678594553E+01
   0.156536878653446E-01  -0.122929800043289E-01   0.325794793705608E+01   0.137444678594553E+01
   0.147893934789250E-01  -0.111534576274562E-01   0.349065850398866E+01   0.137444678594553E+01
   0.836239988604773E-03  -0.539558252134501E-02   0.372336907092124E+01   0.137444678594553E+01
   0.709185517632836E-02  -0.581522266623399E-02   0.395607963785381E+01   0.137444678594553E+01
   0.110124438896487E-01  -0.165608768198191E-01   0.418879020478639E+01   0.137444678594553E+01
   0.213121576276379E-01  -0.130495248269377E-01   0.442150077171897E+01   0.137444678594553E+01
   0.931914101680601E-03  -0.272475190991700E-02   0.465421133865155E+01   0.137444678594553E+01
   0.215380694613780E-01  -0.979575106885639E-02   0.488692190558412E+01   0.137444678594553E+01
   0.151459779457969E-01  -0.184329124535687E-01   0.511963247251670E+01   0.137444678594553E+01
   0.186369089419978E-01  -0.133997341134941E-01   0.535234303944928E+01   0.137444678594553E+01
   0.976001531913002E-02  -0.124057482988998E-01   0.558505360638185E+01   0.137444678594553E+01
   0.126181111967334E-02  -0.373941197814691E-02   0.581776417331443E+01   0.137444678594553E+01
   0.220419616114783E-02  -0.106032469477891E-01   0.605047474024701E+01   0.137444678594553E+01
   0.134606189363708E-02  -0.398884296912348E-01   0.000000000000000E+00   0.117809724509617E+01
   0.109110803248522E-01  -0.317070644669553E-01   0.232710566932577E+00   0.117809724509617E+01
   0.416013683286461E-01  -0.754796136468452E-02   0.465421133865155E+00   0.117809724509617E+01
   0.259400489830992E-01  -0.432490907539617E-01   0.698131700797732E+00   0.117809724509617E+01
   0.175700004657562E-01  -0.307510542033220E-01   0.930842267730309E+00   0.117809724509617E+01
   0.741834303774058E-02  -0.988773927703910E-02   0.116355283466289E+01   0.117809724509617E+01
   0.252035978860952E-01  -0.191028330520770E-02   0.139626340159546E+01   0.117809724509617E+01
   0.122448525189629E-01  -0.336789016347971E-01   0.162897396852804E+01   0.117809724509617E+01
   0.329154318725920E-01  -0.229913029210032E-01   0.186168453546062E+01   0.117809724509617E+01
   0.171348147684028E-01  -0.325081881775735E-01   0.209439510239320E+01   0.117809724509617E+01
   0.311306524042683E-01  -0.439330806960654E-01   0.232710566932577E+01   0.117809724509617E+01
   0.360692699291894E-02  -0.300909747915603E-01   0.255981623625835E+01   0.117809724509617E+01
   0.236128986814061E-01  -0.390920579156688E-01   0.279252680319093E+01   0.117809724509617E+01
   0.422540506395383E-01  -0.362769902629560E-01   0.302523737012350E+01   0.117809724509617E+01
   0.388619616118671E-02  -0.270332983562178E-01   0.325794793705608E+01   0.117809724509617E+01
   0.390120787132303E-01  -0.135033974456872E-01   0.349065850398866E+01   0.117809724509617E+01
   0.140696059828078E-01  -0.174533114596357E-01   0.372336907092124E+01   0.117809724509617E+01
   0.188430170764599E-01  -0.246547740965875E-01   0.395607963785381E+01   0.117809724509617E+01
   0.308936850814789E-01  -0.116455338925075E-01   0.418879020478639E+01   0.117809724509617E+01
   0.178884789503414E-01  -0.292384094983135E-01   0.442150077171897E+01   0.117809724509617E+01
   0.351063203318290E-02  -0.218330499236141E-02   0.465421133865155E+01   0.117809724509617E+01
   0.432398677864220E-01  -0.226947738507067E-01   0.488692190558412E+01   0.117809724509617E+01
   0.225313789012639E-02  -0.227652491830409E-01   0.511963247251670E+01   0.117809724509617E+01
