   98  128  0
   1000  500
   0.152513468220602E-01  -0.133309138961553E+00   0.000000000000000E+00   0.157079632679490E+01
   0.444498925893201E-01  -0.201920183226889E-01   0.000000000000000E+00   0.122173047639603E+01
   0.264916306578202E-01  -0.808330675440477E-02   0.523598775598299E+00   0.122173047639603E+01
   0.116359400664228E-01  -0.616298180819694E-01   0.104719755119660E+01   0.122173047639603E+01
   0.687772513740387E-01  -0.265537599883201E-02   0.157079632679490E+01   0.122173047639603E+01
   0.120059784683921E-01  -0.202357383894327E-01   0.209439510239320E+01   0.122173047639603E+01
   0.563113351691387E-02  -0.114843817013030E-01   0.261799387799149E+01   0.122173047639603E+01
   0.816608683052333E-01  -0.630608644154524E-01   0.314159265358979E+01   0.122173047639603E+01
   0.653071051026496E-01  -0.695949196590329E-01   0.366519142918809E+01   0.122173047639603E+01
   0.379951182132721E-01  -0.580384596384558E-01   0.418879020478639E+01   0.122173047639603E+01
   0.397113256615943E-01  -0.182119527660889E-01   0.471238898038469E+01   0.122173047639603E+01
   0.799740708264409E-01  -0.544234550145678E-01   0.523598775598299E+01   0.122173047639603E+01
   0.105731576760231E-02  -0.635155238199158E-01   0.575958653158129E+01   0.122173047639603E+01
   0.148043753386798E+00  -0.547120927277149E-01   0.000000000000000E+00   0.872664625997165E+00
   0.629098061375077E-01  -0.144984844507246E+00   0.523598775598299E+00   0.872664625997165E+00
   0.562133774219613E-02  -0.137932591418140E+00   0.104719755119660E+01   0.872664625997165E+00
   0.474812134912861E-01  -0.125491828756946E+00   0.157079632679490E+01   0.872664625997165E+00
   0.107242649426960E+00  -0.135998480732834E+00   0.209439510239320E+01   0.872664625997165E+00
   0.822495958045766E-01  -0.945503042424016E-01   0.261799387799149E+01   0.872664625997165E+00
   0.313276082571224E-01  -0.103043145951073E+00   0.314159265358979E+01   0.872664625997165E+00
   0.619692272161522E-01  -0.196597585369363E-01   0.366519142918809E+01   0.872664625997165E+00
   0.139546819895830E-01  -0.118880528251087E+00   0.418879020478639E+01   0.872664625997165E+00
   0.122247324440040E+00  -0.172594328207387E-01   0.471238898038469E+01   0.872664625997165E+00
   0.149362256558985E+00  -0.272560389275819E-01   0.523598775598299E+01   0.872664625997165E+00
   0.545027486236244E-01  -0.203263431136696E-01   0.575958653158129E+01   0.872664625997165E+00
   0.318794547170533E-01  -0.587737868755009E-02   0.000000000000000E+00   0.523598775598299E+00
   0.154221088359918E+00  -0.603782039049705E-01   0.523598775598299E+00   0.523598775598299E+00
