   200  128  0
   1000  500
   0.127622461853553E+00  -0.125734374059385E+00   0.000000000000000E+00   0.157079632679490E+01
   0.272425738537065E-01  -0.424851795784617E-01   0.000000000000000E+00   0.130899693899575E+01
   0.251652877835481E-01  -0.127028431860124E-01   0.349065850398866E+00   0.130899693899575E+01
   0.226628960564174E-01  -0.132135963869904E-01   0.698131700797732E+00   0.130899693899575E+01
   0.431817746775839E-01  -0.532023809465708E-02   0.104719755119660E+01   0.130899693899575E+01
   0.270738804625555E-01  -0.360076852988970E-01   0.139626340159546E+01   0.130899693899575E+01
   0.743792628659978E-03  -0.186722624819552E-01   0.174532925199433E+01   0.130899693899575E+01
   0.113403034043294E-01  -0.322535231044350E-02   0.209439510239320E+01   0.130899693899575E+01
   0.165657851619328E-01  -0.249805673064644E-01   0.244346095279206E+01   0.130899693899575E+01
   0.407710967227366E-01  -0.420658815632638E-01   0.279252680319093E+01   0.130899693899575E+01
   0.269965024093818E-01  -0.277427751421648E-01   0.314159265358979E+01   0.130899693899575E+01
   0.361151332683186E-01  -0.783883105781463E-02   0.349065850398866E+01   0.130899693899575E+01
   0.394746600949534E-01  -0.436714629330425E-02   0.383972435438753E+01   0.130899693899575E+01
   0.418136093201340E-01  -0.401256700876262E-01   0.418879020478639E+01   0.130899693899575E+01
   0.156367603758570E-01  -0.763280621921940E-02   0.453785605518526E+01   0.130899693899575E+01
   0.374121213713999E-01  -0.178890461814830E-01   0.488692190558412E+01   0.130899693899575E+01
   0.109262430851434E-01  -0.330857607178052E-01   0.523598775598299E+01   0.130899693899575E+01
   0.351663952193183E-01  -0.101762155707861E-01   0.558505360638185E+01   0.130899693899575E+01
   0.255008222421220E-01  -0.222481708005085E-01   0.593411945678072E+01   0.130899693899575E+01
   0.276177102726782E-01  -0.722495329384402E-01   0.000000000000000E+00   0.104719755119660E+01
   0.803337221701708E-01  -0.291932220174663E-01   0.349065850398866E+00   0.104719755119660E+01
   0.559636733887089E-01  -0.390554435992289E-02   0.698131700797732E+00   0.104719755119660E+01
   0.443759409467406E-01  -0.822767503534494E-01   0.104719755119660E+01   0.104719755119660E+01
   0.574801514865976E-01  -0.416896118115939E-01   0.139626340159546E+01   0.104719755119660E+01
   0.445510487818404E-01  -0.635949026115037E-01   0.174532925199433E+01   0.104719755119660E+01
   0.448729378847469E-01  -0.687553843410370E-01   0.209439510239320E+01   0.104719755119660E+01
   0.782383819784858E-01  -0.333570476461646E-02   0.244346095279206E+01   0.104719755119660E+01
   0.654677031328071E-01  -0.505143697583619E-01   0.279252680319093E+01   0.104719755119660E+01
   0.165199708631088E-01  -0.844277700654766E-01   0.314159265358979E+01   0.104719755119660E+01
   0.859625276433567E-01  -0.753226010215719E-01   0.349065850398866E+01   0.104719755119660E+01
   0.361532843992016E-01  -0.702836871862548E-02   0.383972435438753E+01   0.104719755119660E+01
   0.639047362291398E-01  -0.323470542057251E-01   0.418879020478639E+01   0.104719755119660E+01
   0.608956412285214E-01  -0.624371274493433E-01   0.453785605518526E+01   0.104719755119660E+01
   0.125064576873751E-01  -0.791768390629458E-01   0.488692190558412E+01   0.104719755119660E+01
