   1.7227296e-01   9.8504925e-01
   1.7569073e-01   9.9639167e-01
   1.8841214e-01   1.0000128e+00
   1.9799381e-01   1.0026970e+00
   1.9645316e-01   1.0106639e+00
   2.0414133e-01   1.0106074e+00
   2.0404475e-01   1.0183689e+00
   2.1192726e-01   1.0260632e+00
   2.2230297e-01   1.0238654e+00
   2.2907861e-01   1.0333068e+00
   2.3675854e-01   1.0395768e+00
   2.3210307e-01   1.0469493e+00
   2.3727568e-01   1.0554517e+00
   2.3768979e-01   1.0651093e+00
   2.3978193e-01   1.0744843e+00
   2.4109888e-01   1.0875268e+00
   2.4437036e-01   1.0950455e+00
   2.3982323e-01   1.1045588e+00
   2.3343850e-01   1.1144916e+00
   2.3092032e-01   1.1269531e+00
   2.3721159e-01   1.1325052e+00
   2.3068493e-01   1.1338527e+00
   2.2741489e-01   1.1432918e+00
   2.1999750e-01   1.1499956e+00
   2.1337039e-01   1.1512436e+00
   2.0680544e-01   1.1436490e+00
   1.9933384e-01   1.1397822e+00
   1.9933384e-01   1.1397822e+00
   1.9043540e-01   1.1379971e+00
   1.9087691e-01   1.1309327e+00
   1.9267025e-01   1.1289397e+00
   1.9445651e-01   1.1269462e+00
   1.9623568e-01   1.1249523e+00
   1.9800780e-01   1.1229580e+00
   1.9534153e-01   1.1221533e+00
   1.9268055e-01   1.1213430e+00
   1.9002488e-01   1.1205272e+00
   1.8737451e-01   1.1197059e+00
   1.7890970e-01   1.1194727e+00
   1.7916632e-01   1.1312116e+00
   1.6928794e-01   1.1327321e+00
   1.6530231e-01   1.1400702e+00
   1.5581350e-01   1.1448959e+00
   1.4602248e-01   1.1478305e+00
   1.4061541e-01   1.1452207e+00
   1.3621644e-01   1.1508869e+00
   1.2634623e-01   1.1536592e+00
   1.2909171e-01   1.1637113e+00
   1.2310321e-01   1.1712488e+00
   1.1191197e-01   1.1795103e+00
   1.0739026e-01   1.1869052e+00
   9.9760312e-02   1.1806002e+00
   9.6736781e-02   1.1842248e+00
   8.9850933e-02   1.1866686e+00
   8.7168117e-02   1.1955741e+00
   8.9502233e-02   1.2043980e+00
   9.0173011e-02   1.2134244e+00
   8.1754635e-02   1.2212054e+00
   7.3444519e-02   1.2289655e+00
   6.4918602e-02   1.2387207e+00
   5.8124828e-02   1.2464031e+00
   5.6383823e-02   1.2488320e+00
   5.4634426e-02   1.2512632e+00
   5.2876597e-02   1.2536969e+00
   5.1110295e-02   1.2561329e+00
   5.2973787e-02   1.2560567e+00
   5.4837140e-02   1.2559770e+00
   5.6700344e-02   1.2558939e+00
   5.8563394e-02   1.2558075e+00
   5.6809512e-02   1.2582587e+00
   5.5047111e-02   1.2607123e+00
   5.3276151e-02   1.2631683e+00
   5.1496589e-02   1.2656269e+00
   5.1496589e-02   1.2656269e+00
   4.7747540e-02   1.2601034e+00
   3.4769396e-02   1.2605282e+00
   2.5748431e-02   1.2607448e+00
   1.4811777e-02   1.2665875e+00
   5.5268908e-03   1.2666620e+00
   7.7910309e-17   1.2723719e+00
  -1.1153397e-02   1.2780528e+00
  -2.2305946e-02   1.2779068e+00
  -3.3553223e-02   1.2813459e+00
  -4.4935453e-02   1.2867830e+00
  -5.2667838e-02   1.2944125e+00
  -6.2526314e-02   1.3017246e+00
  -7.2616228e-02   1.3111537e+00
  -7.8692096e-02   1.3167745e+00
  -8.8513100e-02   1.3221596e+00
  -9.8488270e-02   1.3253198e+00
  -1.0837770e-01   1.3267298e+00
  -1.1995133e-01   1.3257335e+00
  -1.3092007e-01   1.3186358e+00
  -1.4360889e-01   1.3112834e+00
  -1.5733114e-01   1.3135682e+00
  -1.7137689e-01   1.3159323e+00
  -1.8495746e-01   1.3160407e+00
  -1.9732949e-01   1.3203625e+00
  -2.0979651e-01   1.3246030e+00
  -2.2171087e-01   1.3248919e+00
  -2.3432973e-01   1.3289499e+00
  -2.4663710e-01   1.3307347e+00
  -2.5904359e-01   1.3326637e+00
  -2.7462276e-01   1.3402327e+00
  -2.7462276e-01   1.3402327e+00
  -2.8616589e-01   1.3463047e+00
  -2.9203751e-01   1.3450432e+00
  -3.0608721e-01   1.3439902e+00
  -3.2326358e-01   1.3464897e+00
  -3.3358260e-01   1.3550418e+00
  -3.4750402e-01   1.3603363e+00
  -3.6316747e-01   1.3629689e+00
  -3.7638134e-01   1.3729935e+00
  -3.8811160e-01   1.3835314e+00
  -3.8166805e-01   1.3922788e+00
  -3.8760114e-01   1.3976445e+00
  -3.8196509e-01   1.4087800e+00
  -3.8433423e-01   1.4175180e+00
  -3.9433869e-01   1.4219394e+00
  -4.0361747e-01   1.4388064e+00
  -4.1447510e-01   1.4454465e+00
  -4.2845700e-01   1.4538981e+00
  -4.3957236e-01   1.4605390e+00
  -4.5458019e-01   1.4712379e+00
  -4.6804176e-01   1.4772435e+00
  -4.8199083e-01   1.4834152e+00
  -4.9603448e-01   1.4972395e+00
  -5.1599430e-01   1.4985562e+00
  -5.2952165e-01   1.5019846e+00
  -5.3209580e-01   1.5092861e+00
  -5.3101201e-01   1.5205849e+00
  -5.4121858e-01   1.5283541e+00
  -5.4788211e-01   1.5259781e+00
  -5.5812615e-01   1.5334390e+00
  -5.7836779e-01   1.5403549e+00
  -5.7836779e-01   1.5403549e+00
  -5.8409495e-01   1.5556080e+00
  -6.0103183e-01   1.5519623e+00
  -6.2067062e-01   1.5620566e+00
  -6.4062328e-01   1.5721520e+00
  -6.5398552e-01   1.5851171e+00
  -6.6872444e-01   1.5947268e+00
  -6.7543140e-01   1.6044357e+00
  -6.8937244e-01   1.6177756e+00
  -6.9529067e-01   1.6316642e+00
  -7.0954653e-01   1.6318453e+00
  -7.2262020e-01   1.6360787e+00
  -7.3111736e-01   1.6290907e+00
  -7.5141136e-01   1.6299372e+00
  -7.4860783e-01   1.6179104e+00
  -7.3997858e-01   1.6051376e+00
  -7.2896579e-01   1.5936689e+00
  -7.2542621e-01   1.5793675e+00
  -7.1362141e-01   1.5717111e+00
  -6.9856305e-01   1.5689983e+00
  -6.8387585e-01   1.5601317e+00
  -6.6681120e-01   1.5520451e+00
  -6.5239444e-01   1.5429312e+00
  -6.4143771e-01   1.5296553e+00
  -6.2612264e-01   1.5243708e+00
  -6.1130240e-01   1.5130265e+00
  -5.9225938e-01   1.5035380e+00
  -5.8210410e-01   1.4907131e+00
  -5.6797882e-01   1.4796354e+00
  -5.6437089e-01   1.4702364e+00
  -5.5226575e-01   1.4638465e+00
  -5.5226575e-01   1.4638465e+00
  -5.5464327e-01   1.4578089e+00
  -5.4387948e-01   1.4485030e+00
  -5.3350038e-01   1.4523578e+00
  -5.1786913e-01   1.4423850e+00
  -5.0549500e-01   1.4338332e+00
  -5.1507420e-01   1.4151547e+00
  -5.2991375e-01   1.4302411e+00
  -5.4579604e-01   1.4345551e+00
  -5.6078028e-01   1.4420441e+00
  -5.7496114e-01   1.4470185e+00
  -5.9443928e-01   1.4472339e+00
  -5.9198229e-01   1.4593377e+00
  -5.9772982e-01   1.4735064e+00
  -6.1004396e-01   1.4852253e+00
  -6.2602101e-01   1.4870651e+00
  -6.3893623e-01   1.4929083e+00
  -6.4960281e-01   1.4882980e+00
  -6.6373388e-01   1.4907707e+00
  -6.7455327e-01   1.4918866e+00
  -6.8339331e-01   1.4995698e+00
  -7.0099717e-01   1.5032933e+00
  -6.8466235e-01   1.5079304e+00
  -6.7692345e-01   1.5203950e+00
  -6.8257790e-01   1.5330951e+00
  -6.9594637e-01   1.5392010e+00
  -7.0972241e-01   1.5451778e+00
  -7.2928333e-01   1.5519146e+00
  -7.4533707e-01   1.5507735e+00
  -7.5628690e-01   1.5679450e+00
  -7.6435610e-01   1.5671622e+00
  -7.6435610e-01   1.5671622e+00
  -7.7088939e-01   1.5805575e+00
  -7.8395523e-01   1.5841241e+00
  -7.8796133e-01   1.5922192e+00
  -8.0028402e-01   1.5995246e+00
  -8.1199908e-01   1.6109767e+00
  -8.2978226e-01   1.6229334e+00
  -8.4329885e-01   1.6373659e+00
  -8.5791892e-01   1.6480469e+00
  -8.7831952e-01   1.6518788e+00
  -8.8781903e-01   1.6467926e+00
  -8.9660597e-01   1.6568554e+00
  -9.0613385e-01   1.6516639e+00
  -9.2381945e-01   1.6495983e+00
  -9.4385590e-01   1.6460662e+00
  -9.6859789e-01   1.6391152e+00
  -9.7895027e-01   1.6566340e+00
  -1.0040524e+00   1.6657511e+00
  -1.0231237e+00   1.6748307e+00
  -1.0451298e+00   1.6777656e+00
  -1.0481638e+00   1.6885405e+00
  -1.0578022e+00   1.7040674e+00
  -1.0678957e+00   1.6977603e+00
  -1.0830932e+00   1.7053657e+00
  -1.0955547e+00   1.7196765e+00
  -1.0769700e+00   1.7181694e+00
  -1.0945519e+00   1.7294044e+00
  -1.0935868e+00   1.7386045e+00
  -1.1057880e+00   1.7357395e+00
  -1.0996783e+00   1.7261491e+00
  -1.1166755e+00   1.7195295e+00
  -1.1166755e+00   1.7195295e+00
  -1.1224661e+00   1.7337412e+00
  -1.1411846e+00   1.7353067e+00
  -1.1602568e+00   1.7417066e+00
  -1.1734621e+00   1.7562101e+00
  -1.1825213e+00   1.7697682e+00
